brand,model,generation,eng_cap,prod_year,power,fuel_type,car_body,mileage,color,condition,transmission,origin,price,source
Opel,Corsa,D (2006-2014),1 364 cm3,2008,90 KM,Benzyna+LPG,Auta miejskie,171 100 km,Srebrny,Używane,Manualna,Unknown,15 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2010,87 KM,Benzyna,Sedan,178 000 km,Czarny,Używane,Manualna,Unknown,13 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2012,87 KM,Benzyna,Auta małe,170 000 km,Srebrny,Używane,Manualna,Unknown,18 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2007,90 KM,Benzyna,Kompakt,179 000 km,Czarny,Używane,Manualna,Niemcy,13 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2013,75 KM,Diesel,Auta miejskie,213 100 km,Srebrny,Używane,Manualna,Unknown,16 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2012,100 KM,Benzyna,Kompakt,154 000 km,Biały,Używane,Manualna,Niemcy,23 999PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2014,70 KM,Benzyna,Auta miejskie,147 000 km,Granatowy,Używane,Manualna,Niemcy,20 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2009,90 KM,Benzyna,Kompakt,197 350 km,Czarny,Używane,Manualna,Niemcy,12 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2008,80 KM,Benzyna,Kompakt,237 000 km,Czarny,Używane,Manualna,Niemcy,9 900PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 199 cm3,2004,75 KM,Benzyna,Auta małe,229 000 km,Srebrny,Używane,Manualna,Niemcy,4 999PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2016,90 KM,Benzyna,Kompakt,77 000 km,Czarny,Używane,Manualna,Niemcy,36 990PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2016,90 KM,Benzyna,Kompakt,90 000 km,Niebieski,Używane,Manualna,Niemcy,35 990PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2010,87 KM,Benzyna,Auta miejskie,140 000 km,Szary,Używane,Manualna,Niemcy,17 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2019,75 KM,Benzyna,Kompakt,169 000 km,Inny kolor,Używane,Manualna,Polska,32 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2012,70 KM,Benzyna,Kompakt,165 500 km,Czarny,Używane,Manualna,Niemcy,21 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2018,90 KM,Benzyna,Kompakt,138 000 km,Biały,Używane,Manualna,Holandia,34 999PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2009,90 KM,Benzyna,Kompakt,178 000 km,Srebrny,Używane,Manualna,Unknown,14 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2019,100 KM,Benzyna,Kompakt,28 000 km,Pomarańczowy,Używane,Manualna,Polska,62 000PLN,OTOMOTO
Opel,Corsa,C (2000-2006),973 cm3,2002,58 KM,Benzyna,Kompakt,123 000 km,Srebrny,Używane,Manualna,Unknown,2 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2016,75 KM,Benzyna+LPG,Kompakt,125 000 km,Szary,Używane,Manualna,Polska,28 500PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2020,75 KM,Benzyna,Auta miejskie,57 715 km,Czarny,Używane,Manualna,Unknown,48 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2024,100 KM,Benzyna,Auta miejskie,1 km,Szary,Nowe,Manualna,Polska,88 200PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2019,100 KM,Benzyna,Kompakt,27 000 km,Bordowy,Używane,Automatyczna,Unknown,54 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2021,100 KM,Benzyna,Auta miejskie,21 000 km,Biały,Używane,Manualna,Polska,58 000PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 796 cm3,2002,125 KM,Benzyna,Kompakt,194 000 km,Czarny,Używane,Manualna,Niemcy,10 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),998 cm3,2007,60 KM,Benzyna,Auta małe,119 500 km,Szary,Używane,Manualna,Niemcy,100 500PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 199 cm3,2004,75 KM,Benzyna,Auta miejskie,152 000 km,Srebrny,Używane,Manualna,Niemcy,7 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2011,75 KM,Diesel,Kompakt,163 367 km,Biały,Używane,Manualna,Unknown,12 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2012,100 KM,Benzyna,Kompakt,150 500 km,Biały,Używane,Manualna,Niemcy,24 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2014,85 KM,Benzyna,Kompakt,147 800 km,Biały,Używane,Manualna,Polska,21 990PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2012,70 KM,Benzyna,Auta miejskie,151 000 km,Granatowy,Używane,Manualna,Unknown,14 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2010,86 KM,Benzyna,Kompakt,152 215 km,Granatowy,Używane,Manualna,Unknown,18 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 248 cm3,2016,75 KM,Diesel,Kompakt,211 000 km,Niebieski,Używane,Manualna,Unknown,23 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2015,90 KM,Benzyna,Kompakt,151 000 km,Inny kolor,Używane,Manualna,Unknown,27 900PLN,OTOMOTO
Opel,Corsa,F (2019-),Unknown,2021,136 KM,Elektryczny,Auta miejskie,69 647 km,Pomarańczowy,Używane,Automatyczna,Niemcy,73 800PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2008,90 KM,Benzyna,Auta miejskie,252 000 km,Czarny,Używane,Manualna,Niemcy,5 700PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 598 cm3,2011,150 KM,Benzyna,Auta małe,155 400 km,Czerwony,Używane,Manualna,Unknown,25 700PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2014,85 KM,Benzyna,Kompakt,58 000 km,Inny kolor,Używane,Manualna,Polska,25 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2010,87 KM,Benzyna,Auta małe,146 797 km,Czarny,Używane,Manualna,Unknown,15 500PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2015,90 KM,Benzyna,Auta małe,169 900 km,Czarny,Używane,Manualna,Niemcy,28 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2008,90 KM,Benzyna,Auta miejskie,173 200 km,Granatowy,Używane,Manualna,Niemcy,11 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2008,80 KM,Benzyna,Auta miejskie,173 000 km,Czarny,Używane,Manualna,Niemcy,13 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),999 cm3,2015,115 KM,Benzyna,Auta małe,72 200 km,Czarny,Używane,Manualna,Szwajcaria,36 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2010,80 KM,Benzyna+LPG,Auta miejskie,266 000 km,Biały,Używane,Manualna,Włochy,11 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2009,90 KM,Diesel,Auta miejskie,230 000 km,Srebrny,Używane,Manualna,Niemcy,9 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2013,85 KM,Benzyna,Auta miejskie,75 000 km,Beżowy,Używane,Manualna,Niemcy,20 400PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2022,100 KM,Benzyna,Kompakt,5 753 km,Srebrny,Używane,Manualna,Polska,68 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2016,90 KM,Benzyna,Auta małe,100 000 km,Czarny,Używane,Manualna,Unknown,35 500PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 199 cm3,2000,75 KM,Benzyna,Kompakt,290 000 km,Niebieski,Używane,Manualna,Unknown,4 700PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2020,100 KM,Benzyna,Kompakt,59 000 km,Niebieski,Używane,Manualna,Polska,48 850PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2020,75 KM,Benzyna,Auta małe,55 136 km,Pomarańczowy,Używane,Manualna,Austria,47 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2011,70 KM,Benzyna,Auta miejskie,166 000 km,Szary,Używane,Manualna,Unknown,17 200PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2012,100 KM,Benzyna,Auta małe,124 000 km,Biały,Używane,Manualna,Unknown,14 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2014,85 KM,Benzyna,Auta małe,125 200 km,Czarny,Używane,Manualna,Niemcy,27 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 199 cm3,2007,75 KM,Benzyna,Auta małe,120 000 km,Błękitny,Używane,Manualna,Unknown,9 999PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 686 cm3,2003,75 KM,Diesel,Kompakt,178 000 km,Zielony,Używane,Manualna,Unknown,3 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2008,80 KM,Benzyna,Kompakt,137 720 km,Szary,Używane,Manualna,Polska,9 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2020,130 KM,Benzyna,Kompakt,33 100 km,Srebrny,Używane,Automatyczna,Polska,80 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2010,100 KM,Benzyna,Auta małe,104 500 km,Czarny,Używane,Manualna,Unknown,16 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2009,75 KM,Diesel,Kompakt,175 000 km,Granatowy,Używane,Manualna,Unknown,9 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2011,70 KM,Benzyna,Auta miejskie,116 000 km,Czerwony,Używane,Manualna,Unknown,20 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2016,90 KM,Benzyna,Auta małe,256 000 km,Biały,Używane,Manualna,Unknown,21 500PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 598 cm3,2016,207 KM,Benzyna,Auta miejskie,116 550 km,Czarny,Używane,Manualna,Szwajcaria,47 700PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2015,75 KM,Benzyna,Auta małe,123 829 km,Czerwony,Używane,Manualna,Polska,30 750PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Auta małe,210 550 km,Srebrny,Używane,Manualna,Niemcy,15 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2006,80 KM,Benzyna,Kompakt,167 000 km,Czarny,Używane,Manualna,Polska,12 999PLN,OTOMOTO
Opel,Corsa,C (2000-2006),973 cm3,2002,58 KM,Benzyna,Kompakt,179 596 km,Niebieski,Używane,Manualna,Polska,3 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2007,80 KM,Benzyna,Kompakt,143 000 km,Srebrny,Używane,Manualna,Unknown,14 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2008,80 KM,Benzyna,Auta miejskie,167 000 km,Srebrny,Używane,Manualna,Niemcy,11 800PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2018,90 KM,Benzyna,Kompakt,82 000 km,Srebrny,Używane,Manualna,Polska,34 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2014,87 KM,Benzyna,Auta miejskie,164 000 km,Szary,Używane,Manualna,Niemcy,24 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 364 cm3,2015,100 KM,Benzyna,Auta małe,95 500 km,Czerwony,Używane,Manualna,Niemcy,26 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2020,100 KM,Benzyna,Auta miejskie,47 000 km,Niebieski,Używane,Manualna,Unknown,35 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2014,87 KM,Benzyna,Auta miejskie,142 935 km,Biały,Używane,Manualna,Niemcy,20 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2013,85 KM,Benzyna,Kompakt,40 227 km,Czarny,Używane,Manualna,Polska,25 500PLN,OTOMOTO
Opel,Corsa,B (1993-2000),1 195 cm3,1996,45 KM,Benzyna,Auta małe,158 000 km,Żółty,Używane,Manualna,Unknown,2 599PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2018,75 KM,Benzyna,Auta miejskie,56 000 km,Srebrny,Używane,Manualna,Polska,39 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2021,100 KM,Benzyna,Kompakt,11 000 km,Inny kolor,Używane,Automatyczna,Unknown,59 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2023,75 KM,Benzyna,Kompakt,1 816 km,Pomarańczowy,Używane,Manualna,Polska,66 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2023,100 KM,Benzyna,Auta małe,700 km,Biały,Używane,Automatyczna,Polska,88 000PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2020,75 KM,Benzyna,Kompakt,73 461 km,Szary,Używane,Manualna,Polska,52 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 229 cm3,2019,70 KM,Benzyna,Auta małe,68 000 km,Czarny,Używane,Manualna,Unknown,30 900PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 199 cm3,2003,75 KM,Benzyna,Kompakt,152 000 km,Pomarańczowy,Używane,Manualna,Niemcy,11 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),998 cm3,2012,65 KM,Benzyna+LPG,Auta małe,192 000 km,Srebrny,Używane,Manualna,Unknown,14 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2016,90 KM,Benzyna,Kompakt,80 002 km,Czerwony,Używane,Manualna,Francja,34 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 364 cm3,2015,100 KM,Benzyna,Auta miejskie,99 020 km,Inny kolor,Używane,Manualna,Unknown,27 800PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 364 cm3,2018,100 KM,Benzyna,Kompakt,70 000 km,Czarny,Używane,Manualna,Niemcy,39 900PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 229 cm3,2005,80 KM,Benzyna,Auta miejskie,138 000 km,Niebieski,Używane,Manualna,Niemcy,7 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2008,90 KM,Benzyna,Auta małe,206 517 km,Granatowy,Używane,Manualna,Unknown,12 000PLN,OTOMOTO
Opel,Corsa,Unknown,1 229 cm3,2014,85 KM,Benzyna,Kompakt,146 500 km,Inny kolor,Używane,Manualna,Unknown,19 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2017,90 KM,Benzyna,Auta małe,95 122 km,Srebrny,Używane,Manualna,Niemcy,36 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2008,90 KM,Benzyna,Auta miejskie,136 000 km,Niebieski,Używane,Manualna,Niemcy,11 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2023,100 KM,Benzyna,Auta małe,15 000 km,Srebrny,Używane,Automatyczna,Unknown,28 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2022,100 KM,Benzyna,Auta miejskie,8 000 km,Pomarańczowy,Używane,Manualna,Unknown,59 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2013,86 KM,Benzyna,Auta małe,175 000 km,Biały,Używane,Manualna,Niemcy,24 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2014,87 KM,Benzyna,Sedan,71 000 km,Szary,Używane,Manualna,Niemcy,24 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2022,130 KM,Benzyna,Kompakt,6 000 km,Szary,Używane,Automatyczna,Polska,79 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2008,90 KM,Benzyna,Kompakt,172 000 km,Inny kolor,Używane,Manualna,Unknown,11 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),998 cm3,2011,65 KM,Benzyna,Kompakt,162 623 km,Biały,Używane,Manualna,Niemcy,3 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2014,87 KM,Benzyna,Auta miejskie,153 000 km,Czarny,Używane,Manualna,Unknown,22 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2018,90 KM,Benzyna,Kompakt,44 000 km,Szary,Używane,Automatyczna,Unknown,46 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2008,90 KM,Benzyna,Auta małe,235 000 km,Granatowy,Używane,Manualna,Niemcy,13 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2016,100 KM,Benzyna,Kompakt,83 900 km,Czarny,Używane,Manualna,Polska,35 500PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2018,90 KM,Benzyna,Auta miejskie,62 000 km,Czarny,Używane,Manualna,Unknown,39 990PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2012,75 KM,Diesel,Auta miejskie,203 000 km,Czerwony,Używane,Manualna,Francja,16 200PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2011,86 KM,Benzyna,Kompakt,160 000 km,Żółty,Używane,Manualna,Niemcy,16 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2010,100 KM,Benzyna,Auta miejskie,97 700 km,Czarny,Używane,Manualna,Unknown,19 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2008,90 KM,Benzyna,Auta miejskie,195 000 km,Biały,Używane,Manualna,Niemcy,14 500PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2021,75 KM,Benzyna,Auta miejskie,16 000 km,Szary,Używane,Manualna,Niemcy,54 000PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2020,100 KM,Benzyna,Auta miejskie,22 000 km,Szary,Używane,Manualna,Włochy,58 999PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 199 cm3,2002,75 KM,Benzyna,Auta miejskie,91 000 km,Niebieski,Używane,Manualna,Unknown,2 900PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 199 cm3,2006,75 KM,Benzyna,Auta miejskie,156 000 km,Zielony,Używane,Automatyczna,Niemcy,8 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2016,75 KM,Benzyna,Kompakt,125 660 km,Srebrny,Używane,Manualna,Unknown,19 500PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 389 cm3,2004,90 KM,Benzyna,Kompakt,135 000 km,Czarny,Używane,Automatyczna,Niemcy,8 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2021,75 KM,Benzyna,Auta miejskie,13 000 km,Biały,Używane,Manualna,Unknown,58 500PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2020,75 KM,Benzyna,Auta małe,25 400 km,Szary,Używane,Manualna,Polska,53 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2020,100 KM,Benzyna,Auta miejskie,26 000 km,Pomarańczowy,Używane,Manualna,Niemcy,59 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),998 cm3,2007,60 KM,Benzyna,Auta małe,81 226 km,Niebieski,Używane,Manualna,Niemcy,9 999PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2020,100 KM,Benzyna,Kompakt,61 600 km,Pomarańczowy,Używane,Manualna,Niemcy,52 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2007,80 KM,Benzyna,Sedan,231 590 km,Czarny,Używane,Manualna,Unknown,9 000PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 248 cm3,2016,95 KM,Diesel,Auta małe,178 000 km,Zielony,Używane,Manualna,Niemcy,29 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2007,80 KM,Benzyna,Auta miejskie,189 000 km,Złoty,Używane,Manualna,Unknown,9 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Auta miejskie,149 000 km,Czarny,Używane,Manualna,Niemcy,15 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2012,100 KM,Benzyna,Auta małe,92 339 km,Srebrny,Używane,Manualna,Niemcy,15 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2009,90 KM,Benzyna,Auta małe,177 000 km,Szary,Używane,Manualna,Belgia,15 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2008,80 KM,Benzyna+LPG,Kompakt,164 000 km,Czarny,Używane,Manualna,Unknown,13 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2016,90 KM,Benzyna,Auta miejskie,111 295 km,Niebieski,Używane,Manualna,Unknown,34 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2011,90 KM,Benzyna,Kompakt,144 000 km,Czarny,Używane,Manualna,Niemcy,16 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Auta małe,82 000 km,Złoty,Używane,Manualna,Unknown,15 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2010,70 KM,Benzyna,Kompakt,64 000 km,Szary,Używane,Manualna,Unknown,14 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2011,100 KM,Benzyna,Auta małe,118 000 km,Srebrny,Używane,Manualna,Unknown,21 400PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Auta małe,157 000 km,Czarny,Używane,Manualna,Unknown,14 700PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2011,70 KM,Benzyna,Auta małe,153 450 km,Szary,Używane,Manualna,Niemcy,18 400PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2007,90 KM,Benzyna,Auta miejskie,155 000 km,Inny kolor,Używane,Manualna,Unknown,14 400PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2010,80 KM,Benzyna,Auta miejskie,197 000 km,Czarny,Używane,Manualna,Niemcy,14 950PLN,OTOMOTO
Opel,Corsa,Unknown,1 398 cm3,2018,90 KM,Benzyna,Auta miejskie,51 000 km,Srebrny,Używane,Manualna,Unknown,19 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2009,90 KM,Benzyna,Auta małe,161 700 km,Biały,Używane,Manualna,Unknown,16 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 364 cm3,2015,120 KM,Benzyna,Auta małe,125 000 km,Biały,Używane,Manualna,Unknown,33 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2010,101 KM,Benzyna,Kompakt,235 000 km,Czarny,Używane,Manualna,Polska,17 500PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 364 cm3,2016,100 KM,Benzyna,Auta miejskie,72 000 km,Czarny,Używane,Manualna,Niemcy,31 000PLN,OTOMOTO
